GeneID	Base Mean	log2(FC)	StdErr	Wald-Stats	P-Value	P-adj
gene-J2S48_RS17750	1882.48824569755	2.9611024216911	0.299426494690364	9.88924652360226	4.63503277873031e-23	3.38260829664422e-21
gene-J2S48_RS13785	2684.75036691384	3.11520404334922	0.31678636023874	9.83376948742839	8.05462109071777e-23	5.75823217975191e-21
gene-J2S48_RS00400	1144.56700871318	3.38450473227336	0.345386953893749	9.7991678438281	1.13516959723289e-22	7.95299819821363e-21
gene-J2S48_RS21140	613.00907364002	3.57797488451088	0.367544775745403	9.73480000431111	2.14238704436106e-22	1.47152584635231e-20
gene-J2S48_RS07055	359.65955584202	-3.20302966792268	0.331330522609541	-9.6671735603946	4.15700208004055e-22	2.80038043968886e-20
gene-J2S48_RS13310	574.031072679435	3.73133732581256	0.389615267169438	9.57697924139573	9.99247377713484e-22	6.60445955496289e-20
gene-J2S48_RS17385	2622.70822913844	-4.11552119302671	0.43089435748009	-9.55111414569143	1.28308887125285e-21	8.32344502962729e-20
rna-J2S48_RS10600	112.462843385724	-6.48500156238151	0.682078081500093	-9.50771141643938	1.94903093447376e-21	1.24135552062938e-19
gene-J2S48_RS25900	1405.47392285088	-4.80432294340751	0.507397693546384	-9.46855495110429	2.83741655190696e-21	1.77490538952323e-19
gene-J2S48_RS02165	348.924948526072	-3.36723061005048	0.360432790098258	-9.34218723311088	9.43642532707277e-21	5.60267761368405e-19
gene-J2S48_RS06970	317.608090768339	-3.48327752810665	0.372827345811675	-9.34287027826051	9.37572912147315e-21	5.60267761368405e-19
gene-J2S48_RS07235	1150.54688332681	-3.15024453355944	0.337184507517122	-9.34279144897981	9.38271423035703e-21	5.60267761368405e-19
gene-J2S48_RS05740	258.531409908873	4.63034502700026	0.496053120540564	9.33437334685935	1.01590413170654e-20	5.93118695561332e-19
MSTRG.2974.1	150.068746211415	-4.00085463155918	0.431719031642196	-9.26726490685506	1.90980259105127e-20	1.09672761909059e-18
gene-J2S48_RS08550	254.838474122172	3.86960762885648	0.420441896748616	9.20366799498606	3.45934916433071e-20	1.95453227784685e-18
gene-J2S48_RS22865	529.82971583671	-3.39075579068424	0.36885948119701	-9.19254069240861	3.83670243656338e-20	2.13332835480659e-18
MSTRG.2943.1	840.363716250404	2.81182266324036	0.306733798275926	9.16698022534493	4.86454986791146e-20	2.66258096676466e-18
gene-J2S48_RS11120	1467.29937192572	-3.11882072810064	0.341986211654881	-9.11972653227329	7.53141298595021e-20	4.01154451186373e-18
gene-J2S48_RS01630	456.526929217227	3.74167260528345	0.410300700391982	9.11934247664903	7.55814838090227e-20	4.01154451186373e-18
MSTRG.1822.1	8058.70241179595	4.43234545685659	0.486983550828771	9.10163279501622	8.89838417883431e-20	4.65239399678457e-18
gene-J2S48_RS17810	3983.95523829754	3.36658559229672	0.372709100457685	9.03274319881798	1.67421224182883e-19	8.6246551222447e-18
MSTRG.11.1	963.726347419693	-4.36258965265054	0.483778521397661	-9.01774150709874	1.92006748955734e-19	9.74782089263675e-18
gene-J2S48_RS13595	2144.70478341828	2.58090223236009	0.287502728702836	8.97696604134743	2.783357566312e-19	1.39287165068442e-17
gene-J2S48_RS17310	421.535020631328	-3.71152230074346	0.414138451869112	-8.96203258594419	3.18747625585126e-19	1.57263793299253e-17
gene-J2S48_RS18320	6702.95646790425	-2.65259556803603	0.297888832336908	-8.90464925195981	5.3555110631933e-19	2.60560489643974e-17
gene-J2S48_RS06485	2856.5009314708	3.68398528938108	0.414105713285142	8.89624357064687	5.77687222755826e-19	2.73861216372625e-17
gene-J2S48_RS16875	888.33258622183	-3.16494762121248	0.355768684034999	-8.89608266055571	5.7852497892019e-19	2.73861216372625e-17
gene-J2S48_RS08470	2926.70656742706	2.51038443192989	0.283043727922169	8.86924593015602	7.36428760916056e-19	3.43961326598526e-17
gene-J2S48_RS24720	1113.5742223037	-5.24038528244537	0.591656988866064	-8.85713408454583	8.20977631808459e-19	3.78405874240136e-17
MSTRG.47.1	86590.8945608082	4.48358153724265	0.506411072466809	8.85364041390802	8.47099973947557e-19	3.85375481654324e-17
gene-J2S48_RS15180	399.374300894054	-2.88620192990948	0.326675400422586	-8.83507581585851	1.00030394716851e-18	4.49239067555295e-17
gene-J2S48_RS14405	5419.2952738576	-3.00818170009968	0.340875253305512	-8.82487558404123	1.09581566951985e-18	4.85904087383295e-17
rna-J2S48_RS10595	510.30743549691	-3.53180211755525	0.400917151755561	-8.80930661631705	1.25922318958282e-18	5.51382354138575e-17
rna-J2S48_RS16000	287.601096379567	-4.26167741102672	0.484602117179278	-8.7941782752264	1.44098630518438e-18	6.23182102106283e-17
MSTRG.190.1	2662.44803185715	4.91187868699157	0.560761771417407	8.75929661641534	1.96472492049464e-18	8.39320902011307e-17
gene-J2S48_RS25070	638.587042858174	3.08601233208586	0.353719548321265	8.72446079593824	2.67451925853132e-18	1.12877601959461e-16
gene-J2S48_RS24730	1423.73707789883	-3.75382264420344	0.431972656458251	-8.6899543016937	3.62585307794057e-18	1.51206706333641e-16
gene-J2S48_RS06480	8674.62182585647	5.12440532349074	0.59058124801328	8.67688457892844	4.06757543606121e-18	1.67631961794382e-16
MSTRG.99.1	339.124252197141	-2.93013280106612	0.340749450333576	-8.59908298662749	8.03555680359057e-18	3.27055901661821e-16
gene-J2S48_RS21205	55.9507247065473	7.66488419883586	0.891489028453289	8.59784467805985	8.12271294449856e-18	3.27055901661821e-16
rna-J2S48_RS19430	116.022320865113	-4.43374544034409	0.518133682560818	-8.55714575132579	1.1569622485793e-17	4.60549858724239e-16
gene-J2S48_RS17785	2230.4327995823	2.94902857020532	0.345458353011586	8.53656756160825	1.38267846582585e-17	5.44216029863817e-16
gene-J2S48_RS01875	382.784549659848	-3.08839953840502	0.363481055335145	-8.49672766454741	1.95010241833038e-17	7.59023196823479e-16
gene-J2S48_RS12395	1006.72575684681	3.31304085508063	0.390021383525997	8.4945108012515	1.98768309480013e-17	7.65148778141191e-16
MSTRG.20.1	136.141973171486	-4.64800794657827	0.547669315637339	-8.4868876416223	2.12244797874188e-17	8.06249556181353e-16
gene-J2S48_RS20130	1184.75707526881	-2.25251455249305	0.265441916067359	-8.48590375576345	2.14048554738412e-17	8.06249556181353e-16
gene-J2S48_RS13420	2582.14855770746	-4.41752656281242	0.521648111329504	-8.46840325282429	2.48779743413569e-17	9.27101533167799e-16
gene-J2S48_RS07360	873.166713917086	-3.78503421695067	0.4479215499428	-8.45021682353534	2.90762326100449e-17	1.0721478192946e-15
rna-J2S48_RS10510	240.019628798616	-3.63903339769534	0.431569642826371	-8.43208844316093	3.39550196498825e-17	1.23900451909936e-15
gene-J2S48_RS20520	716.95490249748	2.76165507268733	0.329317063430473	8.386006615993	5.02935060207025e-17	1.81626960402599e-15
gene-J2S48_RS04535	76797.9591855594	-3.33734099070417	0.398274310725289	-8.37950352516235	5.31514240265678e-17	1.89989222821497e-15
MSTRG.1329.1	81.4401322335741	-7.69934712402963	0.920238346223508	-8.36668799515513	5.92603399713564e-17	2.09685829211779e-15
gene-J2S48_RS19520	229.946859493806	-3.33626036344601	0.400509830224043	-8.33003365130819	8.08193789050495e-17	2.83110284304388e-15
gene-J2S48_RS14735	824.312205026117	-2.5879590409723	0.312281877773572	-8.28725336040397	1.15893593592828e-16	3.9997731562203e-15
gene-J2S48_RS25940	976.833249897785	3.81502628360062	0.460381206388701	8.28666815816887	1.16464990560796e-16	3.9997731562203e-15
gene-J2S48_RS00240	149.881865319161	4.41816712658984	0.534529451303184	8.26552609181466	1.39080018624884e-16	4.73007092468903e-15
MSTRG.2270.1	3307.22056561865	2.64992400840698	0.321159238778005	8.25112183753394	1.56914471930446e-16	5.28530187665724e-15
gene-J2S48_RS19885	567.678975284511	-3.09171281305299	0.374778939716694	-8.24943049198575	1.59151143900298e-16	5.30958530554993e-15
gene-J2S48_RS26115	2155.95292976296	2.50177007210259	0.304651332747122	8.21191244936781	2.17692987422278e-16	7.19413712207775e-15
gene-J2S48_RS19745	658.168990096526	-3.03198789764589	0.369708664782863	-8.2010193064494	2.38357243434693e-16	7.80341517524982e-15
gene-J2S48_RS04045	1851.82485121754	-3.03573708490703	0.370257747294957	-8.19898329497661	2.42428609359375e-16	7.86321683875825e-15
gene-J2S48_RS04250	663.160381804158	-2.90646577608313	0.355968725228366	-8.16494700262933	3.2157636862568e-16	1.03346974247317e-14
gene-J2S48_RS12575	2030.21638968709	-3.62253089799592	0.443919768370441	-8.1603279603737	3.34116141671075e-16	1.06400804024889e-14
gene-J2S48_RS07555	1335.67627648912	2.96320374619491	0.366035751943412	8.09539431725515	5.70791501465538e-16	1.80133570237277e-14
gene-J2S48_RS08825	290.21239057427	3.5030508872799	0.433447919694076	8.0818265081358	6.38038336472822e-16	1.99557883273598e-14
gene-J2S48_RS22375	539.257724609751	3.04040490309837	0.376338845878069	8.07890266019318	6.53521644994484e-16	2.0259170994829e-14
gene-J2S48_RS10995	784.886810712286	-2.9102553566739	0.361306299887558	-8.05481486921096	7.95991939497002e-16	2.44592961759473e-14
gene-J2S48_RS07850	257.112361993786	-3.41315350593927	0.425287775756382	-8.02551519349202	1.01100741874512e-15	3.07961651118622e-14
gene-J2S48_RS18920	811.765432914284	-2.73421262250442	0.341897010119815	-7.9971820214112	1.27298984636396e-15	3.84420985501118e-14
gene-J2S48_RS02465	195.783701664888	3.13051122273369	0.391507650046576	7.99604100293128	1.28483610256862e-15	3.84682125410074e-14
MSTRG.3408.1	65.7095372161768	-7.40871952469872	0.927593031373656	-7.98703663580491	1.38221025031284e-15	4.10329026003888e-14
MSTRG.1958.1	1999.43614780857	-3.50539656143053	0.439273350243575	-7.97998913316004	1.46346174366941e-15	4.30798864544029e-14
gene-J2S48_RS12465	380.498549906595	-3.58595719449182	0.449861916672135	-7.97123975512092	1.57090409904864e-15	4.54783228013833e-14
gene-J2S48_RS24745	218.569161128019	2.91160574500347	0.365245475865233	7.97164082075526	1.56581334918341e-15	4.54783228013833e-14
gene-J2S48_RS12830	249.469276550604	-3.04754028021116	0.382603168275555	-7.96527716680143	1.64853851497035e-15	4.73346755568945e-14
gene-J2S48_RS25080	5402.70057623347	-2.59433599992676	0.326313862555447	-7.95043146377494	1.85863043388695e-15	5.2933190324439e-14
MSTRG.2376.1	1334.85307630497	3.61352535859753	0.454741894745627	7.94632163948487	1.92131179753278e-15	5.42770582803009e-14
gene-J2S48_RS14750	1344.18851147199	-2.89879045381903	0.365337210668589	-7.93456119214923	2.11240850912654e-15	5.9198136059762e-14
gene-J2S48_RS20525	727.678832315213	2.40532401522442	0.303374663420564	7.92855932036075	2.21702752160967e-15	6.16368841920529e-14
gene-J2S48_RS04195	505.481278248397	2.92749791129507	0.369517046024564	7.92249760272347	2.32786579913426e-15	6.42087708217897e-14
gene-J2S48_RS16880	328.703340283209	-3.18744407105391	0.402685807809558	-7.91546165580622	2.46337308726454e-15	6.74155931616226e-14
gene-J2S48_RS19270	1359.84094311137	-2.89910179125839	0.366686991727305	-7.90620299237222	2.65358345484172e-15	7.20581615682989e-14
gene-J2S48_RS18915	800.996961524055	-2.44395541852994	0.309337801865797	-7.90060381818524	2.7755554849224e-15	7.4790545105255e-14
gene-J2S48_RS04030	1634.96182354062	-3.65258029728528	0.462519522761528	-7.89713756400404	2.85381349607972e-15	7.63122799753226e-14
gene-J2S48_RS21880	2705.52343937425	-2.46445262491803	0.312129775022453	-7.89560247733734	2.88916172021524e-15	7.66722235296514e-14
rna-J2S48_RS24910	63.0834760278	-7.35540274512079	0.934925950325385	-7.86736397953321	3.62191721950276e-15	9.53953084204374e-14
gene-J2S48_RS21045	492.280597982534	3.20894114662553	0.409129484537813	7.84333876657807	4.38722326647893e-15	1.14689873899072e-13
MSTRG.12.1	265.20682037427	3.49528596265398	0.44609998696761	7.83520749779301	4.68069077636354e-15	1.21455257700752e-13
gene-J2S48_RS09620	379.028086349121	-2.82539696406453	0.36116060537299	-7.82310396546874	5.15365070081333e-15	1.3274440003639e-13
gene-J2S48_RS02795	3217.15868566026	2.87535123519438	0.368874490285839	7.79493109693297	6.44436339551306e-15	1.6477813849987e-13
gene-J2S48_RS18085	12783.3081572527	2.26054248496563	0.290378790894673	7.78480576353655	6.98203901254093e-15	1.77232483050224e-13
gene-J2S48_RS02340	1271.19779051684	-4.46419949560991	0.575215667546172	-7.76091429264062	8.43192872462793e-15	2.1249673613217e-13
gene-J2S48_RS08750	1045.86274363787	3.47637550241084	0.448525015145923	7.75068365201402	9.13991262015911e-15	2.2869367077441e-13
gene-J2S48_RS02205	438.867782649176	2.90675113090056	0.375511599573124	7.74077587537885	9.88119491372196e-15	2.4440205584633e-13
MSTRG.2107.1	729.530155621028	-3.18036301472487	0.41092356487436	-7.73954887619373	9.97701798059526e-15	2.4440205584633e-13
rna-J2S48_RS24235	65.343792066083	-6.10828318764786	0.78913987549019	-7.74043154751695	9.90799356165278e-15	2.4440205584633e-13
MSTRG.625.1	14858.0216490813	-2.69776538172514	0.348694227458206	-7.73676524957239	1.01978100297263e-14	2.48075892598133e-13
rna-J2S48_RS15085	591.282453447995	-2.95994339882006	0.382956016016949	-7.72919937283099	1.08225064486216e-14	2.61456828203597e-13
gene-J2S48_RS17320	1612.51026229924	3.55003008049444	0.459435212565612	7.72694382885912	1.10159224524396e-14	2.64306687334904e-13
gene-J2S48_RS00495	1510.77392732728	-3.4107780861414	0.441846706580192	-7.71936971657017	1.16906345711798e-14	2.78587026549951e-13
gene-J2S48_RS13070	423.94095699675	-2.59230506019905	0.33596834498421	-7.71592055888742	1.20112110548117e-14	2.8429238057436e-13
gene-J2S48_RS07795	1037.06959527321	-2.85707388939974	0.370677478431875	-7.70770833309429	1.28097089359033e-14	3.01157116795096e-13
gene-J2S48_RS15265	98.5009749196019	5.70016954528983	0.740102346016095	7.70186660800811	1.34092828081899e-14	3.13151451180594e-13
gene-J2S48_RS04415	9334.57243557399	1.93742983011026	0.251747545775312	7.69592340669505	1.40475944084114e-14	3.25885584189834e-13
MSTRG.1727.1	6158.79205634699	4.39737167158619	0.571491694528247	7.69455044349528	1.41992519968011e-14	3.27236708847331e-13
gene-J2S48_RS10180	295.637850751137	4.01014303386891	0.525459870294054	7.63168276128258	2.31709057101276e-14	5.30507730082202e-13
gene-J2S48_RS25370	2102.92631511563	2.83033257499344	0.370953071811232	7.62989388704596	2.34947017958989e-14	5.34428184357362e-13
gene-J2S48_RS17260	780.813482863705	-3.35544331158294	0.43987931043483	-7.62809987190807	2.38238974348604e-14	5.38420082027846e-13
gene-J2S48_RS10260	401.418617795754	2.9639824941276	0.390019559881636	7.59957396759054	2.97107225249706e-14	6.67158083365206e-13
gene-J2S48_RS00840	271.079473368789	4.19774282796103	0.553363616502412	7.58586705518023	3.30270933762489e-14	7.36903873229298e-13
gene-J2S48_RS16890	457.267054297147	-2.45776790609619	0.325570562790343	-7.54910973839767	4.38243503656643e-14	9.71624679309634e-13
gene-J2S48_RS25005	916.072689157588	-3.23784064775327	0.429186574266853	-7.54413311572998	4.5530589312199e-14	1.0031047444065e-12
gene-J2S48_RS13810	337.971586032444	2.94696639966424	0.394487262892141	7.47037148438932	7.99687385570562e-14	1.75081556978355e-12
MSTRG.2121.1	314.043730867512	-3.60765307490325	0.483904353644027	-7.45530195737222	8.96622417672543e-14	1.95084989385523e-12
gene-J2S48_RS07855	304.260212198129	-3.17967729204496	0.427012990034167	-7.44632450593727	9.59765610284287e-14	2.07534502026287e-12
rna-J2S48_RS24160	573.539973123146	-2.99297376427147	0.402791481703644	-7.43057860015414	1.08123662585367e-13	2.32366374255545e-12
gene-J2S48_RS13390	6693.60651051384	2.53123381156054	0.34087793749141	7.42563109301943	1.1224343553533e-13	2.39749240658696e-12
gene-J2S48_RS01380	1705.40879930593	2.50845505309621	0.339444979421058	7.38987230677124	1.46969887459062e-13	3.10141876969334e-12
rna-J2S48_RS15560	341.002084788851	-4.67013912431207	0.631937542797882	-7.39019097304329	1.46618077705465e-13	3.10141876969334e-12
gene-J2S48_RS01390	857.34975439588	2.89043992754449	0.39165125990727	7.38013693158768	1.5812681651129e-13	3.31687567807814e-12
gene-J2S48_RS08560	2291.03020199575	-3.16617351563132	0.430028016467165	-7.36271450786526	1.80207513350217e-13	3.75754118610601e-12
gene-J2S48_RS18880	3526.85475835667	-2.43446339390734	0.33086644156643	-7.35784319008537	1.86905416147684e-13	3.87414007553455e-12
gene-J2S48_RS07565	1037.01592613203	2.5162285210688	0.342916602737326	7.33772731032283	2.17251228046663e-13	4.45047398741204e-12
gene-J2S48_RS07815	193.00068000047	-3.01649904103263	0.411070838754689	-7.33814894330843	2.16568089689681e-13	4.45047398741204e-12
gene-J2S48_RS04985	1126.74190630897	2.30752380268622	0.31457559895754	7.33535534966167	2.21133962648579e-13	4.50367599510448e-12
gene-J2S48_RS25915	356.641386412599	-3.96618340786529	0.54222953281534	-7.31458389452203	2.58180165904821e-13	5.22777526684734e-12
gene-J2S48_RS25905	583.079811601483	-4.75190719605408	0.651496490820116	-7.29383390856379	3.01256790074213e-13	6.06495710132166e-12
gene-J2S48_RS21240	1154.7292259761	2.67248598943345	0.367529197320894	7.27149301039087	3.5553577630922e-13	7.11681042520684e-12
MSTRG.1092.1	2447.37446086789	2.46781648538819	0.339999438137136	7.25829577516188	3.91997665151731e-13	7.80208989219611e-12
rna-J2S48_RS12470	133.721657677113	-4.65985081544656	0.64488066898943	-7.22591176868249	4.9775084679295e-13	9.85096732381754e-12
gene-J2S48_RS21855	406.898382914997	2.62381970649143	0.363698255732702	7.21427629947116	5.42215624386497e-13	1.06706816417185e-11
MSTRG.3438.1	1194.60622380258	-2.44726692658816	0.33950011239397	-7.20844216908021	5.65955978719564e-13	1.10756636505845e-11
gene-J2S48_RS13370	597.440081028678	-2.44433477248827	0.339192726279087	-7.20633015720117	5.74799388907504e-13	1.11862347741277e-11
gene-J2S48_RS02560	197.182217453977	3.0030101471428	0.417081303377066	7.20005937170456	6.01863467998902e-13	1.16482194939235e-11
gene-J2S48_RS21255	688.473720999345	2.30910875573754	0.321477956255918	7.18279033072903	6.83028095784699e-13	1.31464143930429e-11
gene-J2S48_RS00595	349.948930221301	-2.89523984692475	0.403273359574908	-7.17934814731287	7.00445727398604e-13	1.3407985699876e-11
gene-J2S48_RS06930	5379.42571276625	-2.70211745104924	0.376506011303679	-7.1768241938368	7.13493391868295e-13	1.35835182158404e-11
rna-J2S48_RS20040	599.257424585318	-4.43999774605228	0.61919038413818	-7.17065035212407	7.46423189881633e-13	1.41336239684073e-11
MSTRG.863.1	8000.82190534052	-2.31572174671337	0.324251798403405	-7.14173909941545	9.21573972374394e-13	1.73563098130511e-11
gene-J2S48_RS00950	1408.17158478143	2.51340540052957	0.351977859439335	7.1408054033091	9.27856313073064e-13	1.73811800251066e-11
gene-J2S48_RS16650	4952.93745813411	2.53375922298296	0.356004925573497	7.11720271538735	1.10139440182177e-12	2.04136750771517e-11
gene-J2S48_RS19345	400.025727387102	-2.54720837238003	0.357864291129207	-7.11780536790233	1.09659071306109e-12	2.04136750771517e-11
gene-J2S48_RS00955	590.52947650668	2.69218830280664	0.37834112474435	7.11576967644157	1.11290011199734e-12	2.05183636438247e-11
gene-J2S48_RS25085	2629.11599132867	-2.44001672219531	0.343296712902809	-7.10760292914923	1.18075674878898e-12	2.16554496911402e-11
MSTRG.57.1	1815.27809479024	-2.32931383738461	0.328467457645249	-7.09146000058342	1.32704437238781e-12	2.4211648106638e-11
gene-J2S48_RS17415	926.387935176501	-2.23973971074234	0.316279279549789	-7.08152527073704	1.42576361699014e-12	2.58779790171838e-11
gene-J2S48_RS26350	359.98284253586	-2.92767202232295	0.413639421277979	-7.07783608553948	1.46422766500758e-12	2.64391211882554e-11
gene-J2S48_RS18855	3646.81334686808	-1.87176136859375	0.265140541210202	-7.05950647928196	1.670949864948e-12	3.00171147533992e-11
MSTRG.2427.1	209.949424374415	-2.49306388113241	0.353262624562139	-7.05725346467803	1.69825692607243e-12	3.03520102654679e-11
gene-J2S48_RS24750	832.889849075379	1.9899047429333	0.283882472430144	7.00960762353147	2.38987397738465e-12	4.24960839734946e-11
gene-J2S48_RS12910	319.458221816077	-3.93629391271071	0.561991162058136	-7.00419184226159	2.48415536136554e-12	4.39494759134519e-11
gene-J2S48_RS03950	3664.08433896276	-2.6390692425478	0.37843965905797	-6.97355358874675	3.09033641998662e-12	5.43992385890107e-11
gene-J2S48_RS22370	189.144601150396	2.81232859453445	0.403664682758389	6.96699194816047	3.23789194631198e-12	5.67116774396543e-11
gene-J2S48_RS21850	739.540697481972	-3.02594333556036	0.43473729247372	-6.96039513505338	3.3931965971853e-12	5.91361576116422e-11
gene-J2S48_RS19005	314.448335021577	-2.59013439956699	0.372503961721088	-6.95330698658812	3.56821039262904e-12	6.18784208187106e-11
MSTRG.343.1	978.994983578119	2.1851711299482	0.314452640376981	6.94912635279039	3.67555244529513e-12	6.34259123934425e-11
gene-J2S48_RS04565	833.070825434904	-2.80851240253347	0.404681533120335	-6.94005575415851	3.91945224240523e-12	6.73031431624781e-11
MSTRG.1826.1	336.323534535221	-3.80027100506768	0.549206097021407	-6.91957177037594	4.53010935863841e-12	7.74096247966359e-11
gene-J2S48_RS21150	756.434303654353	3.15306051245569	0.456258715312974	6.91068555324542	4.82317102039634e-12	8.2017320798293e-11
